,FragmentsBitId,AvgNumNonHydrogenAtoms,StdNumNonHydrogenAtoms,countStrong,p-valueStrong,countWeak,p-valueWeak,countVeryWeak,p-valueVeryWeak,countLow,p-valueLow,countCyto,p-valueCyto,countNE,p-valueNE,hStrongBH,p-valueStrongBH,hWeakBH,p-valueWeakBH,hVeryWeakBH,p-valueVeryWeakBH,hLowBH,p-valueLowBH,hCytoBH,p-valueCytoBH,hNEBH,p-valueNEBH
923,923,9.384615384615385,1.076923076923077,0.0,1.0,1.0,0.34807090382573763,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.37195845834697083,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
924,924,11.285714285714286,1.749635530559413,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.09160102742487863,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
925,925,7.0,1.4577379737113252,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.1654478902453728,1.0,0.23264611456470438,13.0,0.7658314184055317,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
926,926,10.6,2.3036203390894663,0.0,1.0,1.0,0.3896439388338259,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.2931096057539228,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
927,927,9.785714285714286,2.110469528956308,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.09160102742487863,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
928,928,9.235294117647058,2.555948350870639,1.0,0.36394428462493966,3.0,0.01622925743575702,0.0,1.0,1.0,0.550627723343118,0.0,1.0,12.0,0.9614552016932272,False,1.0,False,0.7256022979955542,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
929,929,9.69047619047619,2.2412591618073727,2.0,0.30219727837322913,1.0,0.7497354304336363,1.0,0.7858945442076994,0.0,1.0,2.0,0.15059681914771447,36.0,0.5050496148107881,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
930,930,10.208333333333334,2.798499101701164,1.0,0.47224260488976155,0.0,1.0,1.0,0.5850211425624167,0.0,1.0,0.0,1.0,22.0,0.2498838675244117,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
931,931,6.842105263157895,3.7733575429336677,2.0,0.2630203895432965,1.0,0.7143327681722567,1.0,0.7519368521376748,0.0,1.0,0.0,1.0,34.0,0.2672423940080553,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
932,932,3.9022556390977443,2.533577997315898,10.0,0.00248953140903875,7.0,0.13900138954738014,8.0,0.1051941999006091,3.0,0.9481326186719541,6.0,0.021663169466507363,99.0,0.9989895005964218,False,0.13166745986357814,False,1.0,False,1.0,False,1.0,False,0.7456499339060013,False,0.9999999986614704
933,933,9.625,3.1399641717701177,0.0,1.0,1.0,0.40942990616284697,1.0,0.44344816713625734,1.0,0.5289508774230031,0.0,1.0,13.0,0.7658314184055317,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
934,934,9.44,1.2986146464598343,1.0,0.48613719001343625,4.0,0.007892790302015295,3.0,0.05884411424362053,2.0,0.3196885161453619,1.0,0.33902672414707147,14.0,0.9998524155426776,False,1.0,False,0.616779597474647,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
935,935,6.2439024390243905,2.903156295876392,2.0,0.2924224931330797,2.0,0.384605448704308,0.0,1.0,4.0,0.11715634523729893,0.0,1.0,33.0,0.8170409184948226,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
936,936,6.822784810126582,1.726630534980263,1.0,0.8790743129216263,1.0,0.926680929305929,5.0,0.1537251311503397,5.0,0.2964579623644009,3.0,0.13946251915962438,64.0,0.8345842191979957,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
937,937,5.595890410958904,2.925042482125143,4.0,0.536717858376136,4.0,0.7011719344047151,9.0,0.07920225185761516,2.0,0.9920593625375719,8.0,0.0026186266432058495,119.0,0.8550191312610533,False,1.0,False,1.0,False,1.0,False,1.0,False,0.29784427262095103,False,0.9999999986614704
938,938,8.75,2.0463381929681126,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,0.25532289187587337,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
939,939,9.529411764705882,2.5922428866506713,1.0,0.36394428462493966,1.0,0.42857733039057194,1.0,0.46348835713900194,1.0,0.550627723343118,1.0,0.24525763815480295,12.0,0.9614552016932272,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
940,940,3.909090909090909,2.451513278644825,0.0,1.0,3.0,0.26245928751152026,4.0,0.13435140137042947,0.0,1.0,1.0,0.5986647419716938,47.0,0.49855107812805316,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
941,941,9.566666666666666,2.940332558666716,2.0,0.18530073548899476,1.0,0.6278846965480981,1.0,0.6670996695096381,1.0,0.756587967491747,0.0,1.0,25.0,0.6729420337917312,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
942,942,9.545454545454545,1.9241827716833386,0.0,1.0,1.0,0.5154318013538823,0.0,1.0,1.0,0.6449743907183214,1.0,0.30529951166946684,19.0,0.5392051902248247,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
943,943,10.666666666666666,2.6148818018424533,2.0,0.27282773900995033,3.0,0.13080857781267355,2.0,0.4113938588619539,2.0,0.5405273589418621,0.0,1.0,30.0,0.9264252325897192,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
944,944,10.071428571428571,1.944379655545171,2.0,0.5445710830765806,5.0,0.07172627811889219,3.0,0.453539084728665,4.0,0.39127216301007417,2.0,0.31302643035621647,53.0,0.9652719948498122,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
945,945,8.3,1.9773719933285192,1.0,0.4128280110662763,0.0,1.0,2.0,0.16019548240423767,0.0,1.0,0.0,1.0,17.0,0.6145937556727317,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
946,946,7.428571428571429,1.7408653724219916,5.0,0.015232226786435956,3.0,0.27128672780548285,5.0,0.04964325306793054,1.0,0.9288429507654986,2.0,0.2337596756755991,40.0,0.9958414295903042,False,0.37647604553405994,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
947,947,8.692307692307692,1.8763555257923799,1.0,0.49966798812503227,2.0,0.20486827320215437,1.0,0.6144046563082851,3.0,0.11458571253760995,1.0,0.349904500980766,18.0,0.9861110900392148,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
948,948,9.9,1.2206555615733703,0.0,1.0,1.0,0.280369220586257,1.0,0.30655255867736503,0.0,1.0,0.0,1.0,8.0,0.8023493001942698,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
949,949,8.181818181818182,1.3360853142453697,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,0.1529499737713115,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
950,950,3.5415384615384617,2.122907462579223,9.0,0.47187466619090107,19.0,0.007905500211772208,12.0,0.4908646125169507,20.0,0.10237031216537057,10.0,0.03779006054634159,252.0,0.9987415823860873,False,1.0,False,0.616779597474647,False,1.0,False,1.0,False,0.8766981227475202,False,0.9999999986614704
951,951,8.909090909090908,2.5028908905338554,1.0,0.4433229219003955,1.0,0.5154318013538823,2.0,0.1861325551860031,1.0,0.6449743907183214,1.0,0.30529951166946684,16.0,0.9547273863013503,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
952,952,8.777777777777779,2.0114311768461564,4.0,0.08272124802598527,2.0,0.6099149370554614,2.0,0.6673597471690855,3.0,0.5580556078038086,1.0,0.6487951331201472,51.0,0.8213483931277561,False,0.7753460684540862,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
953,953,6.758620689655173,2.5278472838774144,2.0,0.45238405451556135,0.0,1.0,1.0,0.8812869773060393,2.0,0.7530331266899082,1.0,0.6182443220106169,52.0,0.17420809303277568,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
954,954,8.3,2.3259406699226015,0.0,1.0,0.0,1.0,2.0,0.16019548240423767,1.0,0.6098714635834486,1.0,0.2818729116302265,16.0,0.806103248943886,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
955,955,7.026315789473684,2.411451213047568,1.0,0.6368765511638977,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.02386977537059689,34.0,0.2672423940080553,False,1.0,False,1.0,False,1.0,False,1.0,False,0.7757844384341654,False,0.9999999986614704
956,956,8.733333333333333,1.730767331432956,1.0,0.31101587463779706,1.0,0.36919823564401233,0.0,1.0,1.0,0.48242098686723695,0.0,1.0,11.0,0.8350953166178983,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
957,957,9.666666666666666,3.069563848859023,3.0,0.04290490824153969,0.0,1.0,0.0,1.0,1.0,0.756587967491747,0.0,1.0,26.0,0.48246878625772543,False,0.6109487593647174,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
958,958,11.076923076923077,3.1491522293013423,0.0,1.0,0.0,1.0,1.0,0.355552926088858,0.0,1.0,1.0,0.1800776243631762,10.0,0.7122847477783049,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
959,959,5.648148148148148,4.346805584894146,4.0,0.05246102437387895,2.0,0.525723790596101,2.0,0.5832810165074016,2.0,0.7167999492342996,2.0,0.22161751759758327,42.0,0.929663451769041,False,0.651667667861973,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
960,960,5.974025974025974,2.1011686666136815,3.0,0.30707143672072207,4.0,0.21704891288639525,3.0,0.49993835861999414,1.0,0.9697178926338758,3.0,0.12099569909277318,60.0,0.8256922405842235,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
961,961,8.285714285714286,1.4846149779161804,1.0,0.31101587463779706,1.0,0.36919823564401233,0.0,1.0,0.0,1.0,1.0,0.206793280953852,11.0,0.8350953166178983,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
962,962,11.45,1.6874537030686207,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6098714635834486,0.0,1.0,19.0,0.15534734998016209,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
963,963,9.428571428571429,2.321153829895989,1.0,0.16986749827483497,0.0,1.0,2.0,0.02394966528864982,0.0,1.0,0.0,1.0,4.0,0.9858593869312935,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
964,964,7.818181818181818,1.2420546382981332,2.0,0.20449116115484506,1.0,0.6516736190634886,1.0,0.6906922159478315,2.0,0.43583873903516046,0.0,1.0,26.0,0.7731890215981921,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
965,965,9.03448275862069,2.709914855777724,2.0,0.17580768033823477,2.0,0.24095583631027498,2.0,0.27983821810563697,2.0,0.3871810962816781,0.0,1.0,21.0,0.9712168695840027,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
966,966,9.083333333333334,2.9918871785027066,1.0,0.7145798273551179,1.0,0.7879082664133308,0.0,1.0,1.0,0.8910195619358436,3.0,0.04129869877146764,41.0,0.37895291365750583,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9076307886072938,False,0.9999999986614704
967,967,6.903225806451613,3.796049208607909,2.0,0.18530073548899476,0.0,1.0,2.0,0.2933041438780077,2.0,0.4036176001853082,0.0,1.0,24.0,0.8204548231345634,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
968,968,12.076923076923077,2.9472683170258485,1.0,0.2733200735155594,2.0,0.05552912997392289,0.0,1.0,0.0,1.0,0.0,1.0,9.0,0.8951462248987201,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
969,969,9.518518518518519,2.061469637048259,0.0,1.0,1.0,0.5891361762662023,1.0,0.6283098602360088,2.0,0.3537420878759796,0.0,1.0,23.0,0.5796545537512885,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
970,970,8.206896551724139,2.3979777449260293,0.0,1.0,3.0,0.06581416925578315,2.0,0.27983821810563697,2.0,0.3871810962816781,0.0,1.0,22.0,0.9277032869297716,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
971,971,10.857142857142858,2.7217941261796645,2.0,0.050639051799588636,1.0,0.36919823564401233,1.0,0.40110418193557534,1.0,0.48242098686723695,0.0,1.0,9.0,0.9858180317113083,False,0.6352758228824351,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
972,972,10.653846153846153,2.55617363820204,0.0,1.0,1.0,0.5753475202571241,1.0,0.6144046563082851,2.0,0.3367804164479979,1.0,0.349904500980766,21.0,0.7868231418654174,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
973,973,6.5,2.223610677354389,1.0,0.8540310255441315,2.0,0.6822918251296999,1.0,0.9292266438467346,5.0,0.234601496024773,1.0,0.6978057067025849,62.0,0.41205126289618904,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
974,974,7.195652173913044,1.0958333183590052,4.0,0.49214129501666526,3.0,0.8298018771890604,6.0,0.37622244454613474,4.0,0.884662693101194,4.0,0.19026900356261262,117.0,0.4973072256854344,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
975,975,9.521739130434783,1.2809495532744553,4.0,0.002742813734815287,1.0,0.5311565357801141,2.0,0.19931428527822623,2.0,0.2852236013418707,0.0,1.0,14.0,0.9986095568787531,False,0.13700689094882212,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
976,976,7.75,2.5860201081971503,0.0,1.0,0.0,1.0,1.0,0.44344816713625734,0.0,1.0,0.0,1.0,15.0,0.25921162955671984,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
977,977,8.178571428571429,2.155616773331797,0.0,1.0,0.0,1.0,3.0,0.07756639427418434,1.0,0.7324898336743715,1.0,0.371130671269253,23.0,0.7313935228890371,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
978,978,9.63265306122449,1.586857728677041,1.0,0.7294624658639736,4.0,0.07284863121744253,1.0,0.8345570524592832,4.0,0.18626549525816727,0.0,1.0,39.0,0.8653698591637657,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
979,979,8.466666666666667,2.15612821717283,2.0,0.05744501804250755,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.21982580359717188,12.0,0.8013788104430506,False,0.6771073205816142,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
980,980,4.483870967741935,1.4855063452002641,13.0,0.029753102904649786,21.0,0.00022373121074170565,13.0,0.196016847356681,10.0,0.8264731287076366,7.0,0.1686547345041687,213.0,0.9996460157286022,False,0.5067306008209793,False,0.15723145410790845,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
981,981,2.564516129032258,2.083893438408759,5.0,0.5423857662164905,4.0,0.8582775351750404,3.0,0.966462371359775,8.0,0.626856141404311,2.0,0.8147029655084181,164.0,0.08295962555301864,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
982,982,10.727272727272727,2.1780270092201706,0.0,1.0,0.0,1.0,1.0,0.5534085099422402,3.0,0.07743185493217879,0.0,1.0,18.0,0.7448361959152515,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
983,983,6.382352941176471,1.6980041204542422,1.0,0.8374709314171407,0.0,1.0,2.0,0.7078700813682097,2.0,0.8265747822395522,0.0,1.0,63.0,0.033401750175657365,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
984,984,6.185758513931889,0.8454110128770306,9.0,0.44545582734122957,15.0,0.08504633504588449,8.0,0.8863430665784755,15.0,0.4805257650178051,5.0,0.5942769015094406,263.0,0.6933753899008017,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
985,985,9.777777777777779,2.528845928164676,0.0,1.0,0.0,1.0,1.0,0.28067845535584174,0.0,1.0,0.0,1.0,8.0,0.5759910694665404,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
986,986,10.0,2.4806946917841692,0.0,1.0,0.0,1.0,1.0,0.3787441676615472,0.0,1.0,1.0,0.1935450666986498,11.0,0.6660191830762319,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
987,987,11.923076923076923,1.9791815892720934,0.0,1.0,0.0,1.0,2.0,0.0772580272157015,2.0,0.11745830011026549,0.0,1.0,9.0,0.9595928131335786,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
988,988,8.538461538461538,2.187917331281214,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.3367804164479979,0.0,1.0,24.0,0.20198406469877084,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
989,989,5.0,1.820930936000652,1.0,0.8689124183008397,0.0,1.0,3.0,0.5179383391462478,5.0,0.26954615388895437,0.0,1.0,67.0,0.22605782709755395,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
990,990,7.931818181818182,1.5579375537830786,1.0,0.6823288910137245,4.0,0.049164874559755066,3.0,0.19985581364959754,1.0,0.8683118684939805,2.0,0.15633650068100646,32.0,0.97108663497002,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
991,991,8.266666666666667,3.7232005347848536,1.0,0.5503391024862866,1.0,0.6278846965480981,3.0,0.0913152573561666,3.0,0.15707004172299016,1.0,0.3916698852152231,21.0,0.9870849964433888,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
992,992,9.125,1.899835519196333,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.034405831692202495,0.0,1.0,13.0,0.7658314184055317,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
993,993,9.058823529411764,1.6967300119830537,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,0.054845684659243055,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
994,994,8.5,2.29128784747792,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3751726204629903,0.0,1.0,9.0,0.5194015117802625,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
995,995,9.4375,3.061224224064614,1.0,0.34676677873490586,0.0,1.0,0.0,1.0,2.0,0.1654478902453728,0.0,1.0,13.0,0.7658314184055317,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
996,996,8.22,1.879255171603899,1.0,0.7366118061081153,1.0,0.8079686940029199,3.0,0.2670467891317924,1.0,0.9054488504514633,0.0,1.0,44.0,0.312323188431821,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
997,997,9.421052631578947,2.561163170651882,1.0,0.3969633702786262,0.0,1.0,1.0,0.5014382622462508,0.0,1.0,0.0,1.0,17.0,0.4086252043716785,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
998,998,10.642857142857142,3.3723061811751074,2.0,0.050639051799588636,0.0,1.0,0.0,1.0,3.0,0.02392579695769155,0.0,1.0,9.0,0.9858180317113083,False,0.6352758228824351,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
999,999,11.38888888888889,2.42988085873656,2.0,0.0795631279594935,1.0,0.44710672658098405,2.0,0.13502329425938053,2.0,0.1990268206809898,0.0,1.0,11.0,0.9964263426387931,False,0.7561266174526342,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1000,1000,11.38888888888889,2.9465401347058044,0.0,1.0,1.0,0.44710672658098405,1.0,0.4828098314282979,0.0,1.0,2.0,0.034353840087590966,14.0,0.8611971027363013,False,1.0,False,1.0,False,1.0,False,1.0,False,0.8606319816438691,False,0.9999999986614704
1001,1001,9.1,2.467792535850613,1.0,0.23357420755163047,1.0,0.280369220586257,2.0,0.04781152545481409,0.0,1.0,0.0,1.0,6.0,0.9881228634540994,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1002,1002,9.764705882352942,2.1012436587637353,0.0,1.0,0.0,1.0,1.0,0.44344816713625734,1.0,0.5289508774230031,1.0,0.23264611456470438,13.0,0.7658314184055317,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1003,1003,9.772727272727273,0.9968960090664231,1.0,0.4433229219003955,1.0,0.5154318013538823,1.0,0.5534085099422402,0.0,1.0,0.0,1.0,19.0,0.5392051902248247,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1004,1004,4.940677966101695,3.200350544574544,5.0,0.19290040016109922,5.0,0.3279601763411124,3.0,0.7979667766210325,4.0,0.792419277566053,3.0,0.30079469922738766,97.0,0.7163220858033232,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1005,1005,6.8515625,3.573097928771859,4.0,0.3205638204303909,1.0,0.9730424016788926,3.0,0.7569617485575352,8.0,0.1270958878540476,1.0,0.8374468113846124,92.0,0.5547018801252289,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1006,1006,7.2592592592592595,1.877598793427641,0.0,1.0,4.0,0.009095921295853914,0.0,1.0,1.0,0.7060144560137469,0.0,1.0,21.0,0.7868231418654174,False,1.0,False,0.6368699765438911,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1007,1007,9.818181818181818,2.3284088136119454,0.0,1.0,2.0,0.15794013386085398,1.0,0.5534085099422402,0.0,1.0,1.0,0.30529951166946684,18.0,0.7448361959152515,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1008,1008,9.461538461538462,1.6462257353102072,1.0,0.2924175301505072,0.0,1.0,0.0,1.0,1.0,0.4574657057081136,1.0,0.1935450666986498,10.0,0.8665032968013096,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1009,1009,10.909090909090908,1.378704626191191,0.0,1.0,0.0,1.0,1.0,0.33149969009400393,1.0,0.4039003160754344,0.0,1.0,9.0,0.7580001170606084,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1010,1010,6.486725663716814,1.630001054605162,3.0,0.5674419375227443,5.0,0.29599167744378213,6.0,0.21430102819104085,6.0,0.4095957705503813,3.0,0.2783377418428492,89.0,0.9359925412841854,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1011,1011,5.75531914893617,1.8141651277956796,1.0,0.9192649321916448,2.0,0.8137168335390274,4.0,0.43857051098617833,7.0,0.1397843245748906,3.0,0.1997269667348838,77.0,0.7884073777027754,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1012,1012,8.666666666666666,2.7831693707052296,0.0,1.0,2.0,0.14655133874500859,0.0,1.0,3.0,0.06912907988503081,0.0,1.0,16.0,0.9021185332319261,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1013,1013,9.571428571428571,1.840585532389304,0.0,1.0,1.0,0.4991821801023212,0.0,1.0,0.0,1.0,0.0,1.0,20.0,0.13609703515276703,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1014,1014,8.948717948717949,2.1832546622982565,0.0,1.0,3.0,0.13080857781267355,3.0,0.16357218127952936,0.0,1.0,0.0,1.0,33.0,0.5865343442315547,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1015,1015,8.761904761904763,3.037931030045063,2.0,0.09553519542516746,1.0,0.4823902352798669,0.0,1.0,2.0,0.23331367850670395,0.0,1.0,15.0,0.9199363288159551,False,0.8143853495556419,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1016,1016,9.666666666666666,2.2852182001336816,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.10237960404472835,0.0,1.0,10.0,0.7122847477783049,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1017,1017,9.0,2.0548046676563256,1.0,0.36394428462493966,1.0,0.42857733039057194,0.0,1.0,0.0,1.0,0.0,1.0,15.0,0.48785203557103113,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1018,1018,8.909090909090908,1.8317674254190803,1.0,0.5849630395880119,2.0,0.2894183563404275,3.0,0.11365871325679205,1.0,0.7887381421583691,0.0,1.0,26.0,0.8663637522895167,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1019,1019,10.130434782608695,5.194515065671273,0.0,1.0,1.0,0.5311565357801141,0.0,1.0,1.0,0.6613266993243763,0.0,1.0,21.0,0.27706057298789466,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1020,1020,8.525,2.559174671647092,1.0,0.6464567830614791,3.0,0.13080857781267355,3.0,0.16357218127952936,2.0,0.5405273589418621,0.0,1.0,30.0,0.9264252325897192,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1021,1021,9.5,2.8722813232690143,0.0,1.0,1.0,0.5154318013538823,1.0,0.5534085099422402,2.0,0.2679127091254413,0.0,1.0,18.0,0.7448361959152515,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1022,1022,8.083333333333334,1.6051133570215186,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.12892737412868924,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1023,1023,10.285714285714286,2.788460185134734,0.0,1.0,2.0,0.0734155901611532,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.6199075102892739,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1024,1024,7.6938775510204085,2.580967083681437,0.0,1.0,2.0,0.47396555847393373,1.0,0.8345570524592832,1.0,0.9008641914303711,0.0,1.0,45.0,0.09835901131511854,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1025,1025,9.571428571428571,2.498979383505129,0.0,1.0,0.0,1.0,2.0,0.173083612509921,1.0,0.627835223367226,0.0,1.0,18.0,0.5765926458024331,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1026,1026,7.454545454545454,2.3105936412979697,0.0,1.0,2.0,0.41896557379551774,1.0,0.801094943941856,1.0,0.8743964686352935,2.0,0.16211763505958363,38.0,0.4527111401851916,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
1027,1027,8.333333333333334,4.189935029992179,0.0,1.0,0.0,1.0,1.0,0.5695037019726654,2.0,0.2852236013418707,2.0,0.053890033306638684,18.0,0.8608530432678732,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999986614704
